71137,dataset/02_train33_4band/,refinenet50_4band,100,0.6503585,0.6184591,0.6179157,0.6097669,0.6013022,47000,48000,58000,55000,1000
71137,dataset/02_train33_4band/,refinenet50_4band,100,0.6861708,0.6801976,0.6759830,0.6757287,0.6753059,135000,143000,164000,128000,167000
30698,dataset/07_train38_v2_4band/,refinenet50_4band,50,0.7642811,0.7611653,0.7587755,0.7583514,0.7536564,32500,37500,43500,42500,27500
30698,dataset/07_train38_v2_4band/,refinenet50_4band,50,0.8096272,0.8051981,0.8035107,0.8018287,0.8016707,45000,27500,30500,42500,37500
